"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6313850","09014435411000943001000000U7","GRUPO MASS","MICROCOMPUTADORAS ACCESORIOS SISTEMAS Y SERVICIOS SA DE CV","435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","11 a 30 personas","CALLE","ENRIQUE REBSAMEN","CALLE","CONCEPCIÓN BEISTEGUI","CALLE","5 SUR (AVENIDA EUGENIA)","CALLE","HERIBERTO FRÍAS","925",,,,,"SN","COLONIA","DEL VALLE",,,,"03000","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0420","018",,"ASALAS@MASS.COM.MX","WWW.GRUPOMASS.COM.MX","Fijo","19.38707965","-99.16028016","2010-07"
"6314927","09014434222000211001000000U1","GRUPO MEYER","GRUPO MEYER SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","6 a 10 personas","CALLE","PITAGORAS","AVENIDA","DIVISION DEL NORTE","CALLE","SAN BORJA","AVENIDA","DIVISIÓN DEL NORTE","1015",,,,"1",,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0420","005",,"GPOMEYDF@AOL.COM",,"Fijo","19.38255051","-99.15983955","2010-07"
"902726","09014466111001553011000000U1","I PRAECO","I PRAECO SA DE CV","435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","31 a 50 personas","AVENIDA","DOCTOR JOSÉ MARÍA VÉRTIZ","EJE VIAL","4 SUR (XOLA)","AVENIDA","UNIVERSIDAD","CALLE","PALENQUE","763",,,,"0",,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","044A","007",,,"WWW.IPRAECO.MX","Fijo","19.38496692","-99.15485625","2014-12"
"6810379","09014435313002551000000000U4","IMPLEMENTOS DENTALES","IMPLEMENTOS DENTALES EXCLUSIVOS ASOCIADOS SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALLE","PESTALOZZI","CALLE","CONCEPCION BEISTEGUI","EJE VIAL","5 SUR (EUGENIA)","CALLE","PITÁGORAS","806","A",,,,,"COLONIA","NARVERTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0420","007","5555431018","REALVENTAGARCIA1@HOTMAIL.COM",,"Fijo","19.38784704","-99.15914775","2017-11"
"902644","09014435411001542000000000U6","IMPRESORAS, COMPUTADORAS Y SUMINISTROS","IMPRESORAS COMPUTADORAS Y SUMINISTROS SA DE CV","435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","6 a 10 personas","CALLE","CUMBRES DE MALTRATA","AVENIDA","UNIVERSIDAD","CALLE","MONTE ALBAN","AVENIDA","DOCTOR JOSÉ MARÍA VÉRTIZ","359","3",,,,,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0276","019",,"JAVIER@ICYS.MX",,"Fijo","19.39113288","-99.15085795","2014-12"
"966670","09014435311000621000000000U1","INDUSTRIAS SAN VICENTE","INDUSTRIAS SAN VICENTE SA DE CV","435311","Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía","0 a 5 personas","CALLE","LAGO PONIENTE","CALZADA","CALZADA DE TLALPAN","CALLE","ROSA BLANCA","CALLE","TICOMÁN","16",,,,"106","A","COLONIA","AMERICAS UNIDAS",,,,"03640","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0505","019","5556729544","PATRICIA.RUIZ@ISVMEXICO.COM","WWW.ISVMEXICO.COM","Fijo","19.37939613","-99.1409675","2010-07"
"962573","09014435313001284000000000U3","INVESTIGACION Y DESARROLLO EN EQUIPO MEDICO","INVESTIGACION Y DESARROLLO EN EQUIPO MEDICO SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","31 a 50 personas","CALLE","LUIS SPOTA","CALLE","CUMBRES DE MALTRATA","CALLE","ALEMANIA","CALLE","IXTLAHUACA","5",,,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","027","5552434061","ADALBERTO.GARCIA@GRUPOVIASIS.COM",,"Fijo","19.3769147","-99.14118789","2010-07"
"965356","09014435412000222001054290S4","JM MUNDO DE OFICINA","JM MUNDO DE OFICINAS SA DE CV","435412","Comercio al por mayor de mobiliario y equipo de oficina","6 a 10 personas","CALZADA","CALZADA DE TLALPAN","CALLE","Romero","CALLE","Niños Héroes de Chapultepec","CALLE","Hilario Pérez de León","965",,,,,,"COLONIA","NIÃ¿OS HEROES",,,,"03610","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0492","010",,"ISRAEL.DOMINGUEZ@MUNDOIN.MX","WWW.JMMUNDOIN.MX","Fijo","19.38507279","-99.13961335","2010-07"
"7255858","09014435312000201000000000U0","LA CASA DE LAS LETRAS",,"435312","Comercio al por mayor de artículos y accesorios para diseño y pintura artística","0 a 5 personas","EJE VIAL","4 SUR (XOLA)","CALLE","UXMAL","CALLE","XOCHICALCO","CALLE","CUMBRES DE MALTRATA","1367","4",,,,,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0083","009",,,,"Fijo","19.39559146","-99.15438739","2019-11"
"6313846","09014435313001013001006107S6","LAB TECH INSTRUMENTACION","LAB TECH INSTRUMENTACION SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","31 a 50 personas","CALLE","YÁCATAS","CALLE","Torres Adalid","CALLE","Luz Saviñón","EJE VIAL","1 Poniente (Avenida Cuauhtémoc)","319",,,,,,"COLONIA","NARVARTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0261","016",,"CONTABILIDAD@LABTECH.COM.MX","WWW.LABTECH.COM.MX","Fijo","19.38958684","-99.15585047","2010-07"
"6738177","09014435313002424001017703S4","LEUBETH MEDICAL","LEVBETH MEDICAL SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","51 a 100 personas","CALLE","IXCATEOPAN","CALLE","San Borja","EJE VIAL","6 Sur (Ángel Urraza)","CALLE","Uxmal","18",,,,,,"COLONIA","VERTIZ NARVARTE",,"LEVBETH MEDICAL","SN","03600","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","044A","016",,"HECOR.GUEVARA@LEVBETHMEDICAL.COM","WWW.LEVBETHMEDICAL.COM","Fijo","19.38171801","-99.15689062","2016-10"
"8488842","09014435419001791000000000U2","MAPA DE SEGURIDAD","MAPA DE SEGURIDAD SA DE CV","435419","Comercio al por mayor de otra maquinaria y equipo de uso general","0 a 5 personas","CALLE","DIEGO ARENAS GUZMAN","CALLE","RUFINO BLANCO FOMBONA","CALLE","LUIS GONZAGA INCLAN","CALLE","DIEGO ARENAS GUZMÁN","176",,,,,,"COLONIA","IZTACCIHUATL",,,,"03520","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0327","011",,"MAPA@GRUPOMON.COM.MX",,"Fijo","19.3902139","-99.13779076","2019-11"
"9055908","09014435210000221000000000U4","MAPSES","MAPSES SA DE CV","435210","Comercio al por mayor de maquinaria y equipo para la construcción y la minería","0 a 5 personas","CALLE","CHUPICUARO","CALLE","PILARES","CALLE","MIGUEL LAURENT","CALLE","ZEMPOALA","131",,,,,,"COLONIA","LETRAN VALLE",,,,"03650","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0632","003",,"CARLOS.MAPSES@HOTMAIL.COM",,"Fijo","19.37325154","-99.15067963","2019-11"
"902844","09014435419001433011000000U1","MARTOR","FRAGO CORPORATIVO SA DE CV","435220","Comercio al por mayor de maquinaria y equipo para la industria manufacturera","6 a 10 personas","EJE VIAL","5 SUR (EUGENIA)","CALLE","PITAGORAS","CALLE","ANAXAGORAS","CALLE","CONCEPCIÓN BEISTEGUI","1260",,,,,,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0420","008",,"FRAGOCORP@PRODIGY.NET.MX","WWW.MARTOR.COM","Fijo","19.38544741","-99.15850375","2014-12"
"6318357","09015435311000643001003669M2","MASTERCEL","MASTERCEL SA DE CV","435311","Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía","101 a 250 personas","CALLE","ENRIQUE RÉBSAMEN","CALLE","LUZ SAVIÑÓN","CALLE","TORRES ADALID","CALLE","HERIBERTO FRÍAS","609",,,,,,"COLONIA","NARVARTE PONIENTE",,,,"03100","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0257","001","5538006746","PESPINOZA@QUOM.COM.MX","WWW.MASTERCEL.COM.MX","Fijo","19.39077268","-99.15942386","2010-07"
"9461734","09014435411002262000000000U0","MAYORISTA DE PARTES Y REFACCIONES","MAYORISTA DE PARTES Y REFACCIONES SA DE CV","435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","6 a 10 personas","CALLE","ENRIQUE RÉBSAMEN","EJE VIAL","5 SUR (AVENIDA EUGENIA)","AVENIDA","DIVISIÓN DEL NORTE","CALLE","PESTALOZZI","1030",,,,,,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0420","013",,"MRPNET@MPRNET.COM.MX","WWW.MPRNET.COM.MX","Fijo","19.38492362","-99.16063799","2023-11"
"7255256","09014435313002841000000000S9","MEDHAUSS","ROGERI SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","CUMBRES DE ACULTZINGO","CALLE","LUZ SAVIÑON","CALLE","CASAS GRANDES","657","A",,,"0",,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0276","015",,"TIENDA@MEDHAUSS.COM.MX","WWW.MEDHAUSS.COM.MX","Fijo","19.39200026","-99.14664613","2019-11"
"9055956","09014435313003201000000000U5","MEDIDENTALS",,"435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALLE","PALENQUE","CALLE","SAN BORJA","EJE VIAL","6 SUR (ÁNGEL URRAZA)","AVENIDA","DOCTOR JOSÉ MARÍA VÉRTIZ","456",,,,,,"COLONIA","VERTIZ NARVARTE",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","044A","012",,,"WWW.MEDIDENTALS.COM","Fijo","19.38163221","-99.15349001","2019-11"
"9338470","09014435313003631000000000U3","MEDISCAPE MEDICAL MEXICO","MEDISCAPE MEDICAL MEXICO SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALLE","PITÁGORAS","AVENIDA","DIVISIÓN DEL NORTE","CALLE","SAN BORJA","CALLE","ANAXÁGORAS","1036",,,,,"PB","COLONIA","DEL VALLE",,,,,"09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0420","004",,,"WWW.MEDISCAPE.COM.MX","Fijo","19.38184526","-99.15983934","2021-05"
"962265","09014435411000021001000000U2","MEXICANA EN COMERCIALIZACION AUTOMATIZADA DE VANGUARDIA","MEXICANA EN COMERCIALIZACION AUTOMATIZADA DE VANGUARDIA SA DE CV","435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","6 a 10 personas","CALLE","MITLA","EJE VIAL","4 SUR (XOLA)","AVENIDA","UNIVERSIDAD","CALLE","MONTE ALBÁN","137",,,,,,"COLONIA","NARVARTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0098","011",,,,"Fijo","19.39468804","-99.14978719","2010-07"
"902549","09014435411001533000000000U5","MICRO ALVEN","MICRO ALVEN SA DE CV","435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","11 a 30 personas","CALLE","J. ENRIQUE PESTALOZZI","CALLE","LUZ SAVIÑON","CALLE","ROMERO DE TERREROS","CALLE","ENRIQUE RÉBSAMEN","583",,,,,,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0257","009",,"CONTABILIDAD@MICROALVEN.COM.MX",,"Fijo","19.39134596","-99.15865652","2014-12"
"6476254","09014435319000562000000000U0","MICRO HERROS MEXICANOS","MICRO HERROS MEXICANOS SA DE CV","435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","11 a 30 personas","AVENIDA","DOCTOR JOSE MARIA VERTIZ","CALLE","MATIAS ROMERO","AVENIDA","DOCTOR JOSE MARIA VERTIZ","CALLE","MONTE ALBÁN","1228",,,,,,"COLONIA","LETRAN VALLE",,,,"03650","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0632","033",,"CLIENTES@MICROHERROS.COM","WWW.MICROHERROS.COM","Fijo","19.37691236","-99.1535771","2016-01"
"7232772","09014435412000581000000000U3","MOBIDEC P & D",,"435412","Comercio al por mayor de mobiliario y equipo de oficina","0 a 5 personas","CALLE","MITLA","EJE VIAL","6 SUR (ÁNGEL URRAZA)","CALLE","LUIS BRAILLE","EJE VIAL","6 SUR (ÁNGEL URRAZA)","103",,,,,,"COLONIA","INDEPENDENCIA",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0632","037",,,,"Fijo","19.37913714","-99.15143486","2019-11"
"8488576","09014435319001291000000000U5","MUEBLES Y EQUIPOS GALCOLOR","MUEBLES Y EQUIPOS GALCOLOR DE SA DE CV","435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","0 a 5 personas","CALLE","HILARIO PEREZ DE LEON","CALLE","ROMERO","EJE VIAL","5 SUR (GABRIEL RAMOS MILLAN)","CALLE","5 DE FEBRERO","95",,,,,,"COLONIA","AMERICAS UNIDAS",,,,"03440","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0492","001",,,,"Fijo","19.38350047","-99.14079748","2019-11"
"8488522","09014435412000601000000000M9","MUEBLES Y MAS",,"435412","Comercio al por mayor de mobiliario y equipo de oficina","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","CALLE","REFUGIO","CALLE","LAURA","CALLE","LUISA","910","C",,,,,"COLONIA","NATIVITAS",,,,"03500","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0331","018","5546144673","VENTAS@MUEBLESYMAS.MX","MUEBLESYMAS.MX","Fijo","19.38571014","-99.13897659","2019-11"
"8488608","09014435319001304000000000U6","NORCUL","NORCUL SA DE CV","435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","31 a 50 personas","CALLE","CUENCA","CALLE","ANDALUCIA","CALLE","ISABEL LA CATOLICA","EJE VIAL","4 SUR (XOLA)","83",,,,,,"COLONIA","ALAMOS",,,,"03400","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0134","014",,"ADMINISTRACION@NORCUL.COM","WWW.NORCUL.COM","Fijo","19.39265317","-99.14208631","2019-11"
"903446","09014435411001662001000000U2","NOTISEG EMPRESAS DE SEGURIDAD","NOTISEG EMPRESAS DE SEGURIDAD SA DE CV","435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","11 a 30 personas","CALLE","MARIO ROJAS AVENDAÑO","CALLE","FRANCISCO FIELD JURADO","CALLE","SERAFIN OLARTE","CALLE","JUAN PELLICER CÁMARA","26",,,,"5",,"COLONIA","INDEPENDENCIA",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0505","012","5558497232",,,"Fijo","19.38010382","-99.14508698","2014-12"
"9203103","09014435319001403000000000U6","OPUS INSPECTION","OPUS INSPECTION SA DE CV","435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","11 a 30 personas","CALLE","DOCTOR JOSÉ MARÍA BARRAGÁN","CALLE","LUZ SAVIÑÓN","CALLE","CUMBRES DE ACULTZINGO","CALLE","ZEMPOALA","793",,,,,,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0276","002",,"MAYELA.REYES@OPUSINSPECTION.COM","WWW.OPUS.GLOBAL","Fijo","19.39073428","-99.14794169","2019-11"
"8488726","09014435312000221000000000U8","PIXEL MAX","PIXEL MAX SA DE CV","435312","Comercio al por mayor de artículos y accesorios para diseño y pintura artística","0 a 5 personas","CALLE","ESTAFETAS","CALLE","ANDALUCIA","CALLE","ISABEL LA CATOLICA","CALLE","ALMERÍA","92","A",,,"0",,"COLONIA","MIGUEL ALEMAN",,,,"03410","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0280","023",,,"WWW.PIXELMAX.COM.MX","Fijo","19.39019517","-99.14276297","2019-11"
"6373249","09014435311000433001008994S1","PORTENNTUM DE MEXICO","PORTENNTUM DE MEXICO SA DE CV","435311","Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía","31 a 50 personas","CALLE","TAJÍN","EJE VIAL","5 Sur (Avenida Eugenia)","CALLE","Concepción Beistegui","CALLE","Petén","434",,,,,,"COLONIA","NARVARTE PONIENTE",,,,"03023","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","044A","008",,"OLGA.PALOMARES@PORTENNTUM.COM","WWW.PORTENNTUM.COM","Fijo","19.38527","-99.15414165","2010-07"
"6766363","09014435411001841000000000U2","POWERLAP","POWERLAP SA DE CV","435411","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","0 a 5 personas","CALLE","TENAYUCA","PEATONAL","CHICHEN ITZA","PEATONAL","MATIAS ROMERO","PEATONAL","NINGUNO","55",,,,,,"COLONIA","LETRAN VALLE",,,,"03650","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0628","029",,"COMERCIA@POWERLAP.COM.MX",,"Fijo","19.37875667","-99.15829248","2016-10"
"960157","09014435313001521000000000U8","PRO MEDICA OMEGA","PRO MEDICA OMEGA SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALLE","PETEN","EJE VIAL","4 SUR (XOLA)","CALLE","CUMBRES DE MALTRATA","CALLE","PALENQUE","94","A",,,,,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0083","003","5555380238","PMOMEGA@PRODIGYNET.MX","WWW.PROMEDICAOMEGA.COM.MX","Fijo","19.39519165","-99.15241976","2014-12"
"9143871","09014436112000171000000000U8","PROVEEDORA DE ROTORES Y TAMBORES","PROVEEDORA DE ROTORES Y TAMBORES SA DE CV","436112","Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones","0 a 5 personas","AVENIDA","DOCTOR JOSE MARIA VERTIZ","CALLE","CONCEPCION BEISTEGUI","EJE VIAL","5 SUR (EUGENIA)","CALLE","PALENQUE","985",,,,,,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","044A","010",,,,"Fijo","19.38572905","-99.15225596","2019-11"
"6886812","09014435313002695000000000U9","PROVEEDORA NACIONAL DE MATERIAL DE CURACION","PROVEEDORA NACIONAL DE MATERIAL DE CURACION SA DE CV","435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","51 a 100 personas","CALLE","5 DE FEBRERO","EJE VIAL","4 SUR (XOLA)","CALLE","CUENCA","CALLE","ASTURIAS","809",,,,,"SN","COLONIA","ALAMOS",,,,"03400","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0134","004","5527317285","ATENCIONACLIENTES@PRONAMAC.COM","WWW.PRONAMAC.COM","Fijo","19.39341694","-99.13988272","2019-04"
"962885","09014435311000474001000000U5","RCU SISTEMAS","RCU SISTEMAS SA DE CV","435311","Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía","51 a 100 personas","CALLE","CASAS GRANDES","AVENIDA","UNIVERSIDAD","CALLE","4 SUR (XOLA)","CALLE","DOCTOR JOSÉ MARÍA BARRAGÁN","143",,,,,,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0100","001",,"VHORTIZ@RCU.COM.MX","WWW.RCU.COM.MX","Fijo","19.39590568","-99.146764","2010-07"
"6317908","09014435319000765001000000U9","RECONSTRUCCIÓN Y MANUFACTURA EN TRANSPORTES","RECONSTRUCCION Y MANUFACTURA EN TRANSPORTES SA DE CV","435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","6 a 10 personas","CALLE","LAGO PONIENTE","CALZADA","CALZADA DE TLALPAN","CALLE","ROSA BLANCA","CALLE","TICOMÁN","16",,,,"104",,"COLONIA","AMERICAS UNIDAS",,,,"03640","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0505","019",,"RYMSA@RYMSATRANSPORTE.COM","WWW.RYMSATRANSPORTE.COM","Fijo","19.37939641","-99.14096957","2010-07"
"903053","09014435319001031001000000U5","S Y V ESTANTERÍA Y EQUIPOS METÁLICOS",,"435319","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","6 a 10 personas","CALZADA","CALZADA DE TLALPAN","CALLE","RUFINO BLANCO FOMBONA","CALLE","LUIS GONZAGA INCLAN","CALLE","DIEGO ARENAS GUZMÁN","790","A",,,,,"COLONIA","IZTACCIHUATL",,,,"03520","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0327","015",,,,"Fijo","19.39028191","-99.13829131","2014-12"
"8488732","09014435412000621000000000U7","SALDOS ESTRADA",,"435412","Comercio al por mayor de mobiliario y equipo de oficina","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","CALLE","GIROS POSTALES","CALLE","ESTAFETAS","CALLE","CERTIFICADOS POSTALES","845",,,,"0",,"COLONIA","POSTAL",,,,"03410","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0308","002","5614628085",,,"Fijo","19.38935969","-99.1389608","2019-11"
"8539850","09014435220000833000000000U5","SAMATEX","SAMATEX REPRESETACIONES SA","435220","Comercio al por mayor de maquinaria y equipo para la industria manufacturera","11 a 30 personas","CALLE","CHICHEN ITZA","CALLE","XOCHICALCO","CALLE","UXMAL","CALLE","MATÍAS ROMERO","243",,,,,,"COLONIA","LETRAN VALLE",,,,"03650","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0628","006",,"MARTHA.VAZQUEZ@SAMATEX.COM.MX","WWW.SAMATEX.COM.MX","Fijo","19.37717575","-99.15667391","2019-11"
"9338460","09014435311001121000000000U1","SBI SOUND BY IMAGE","SBI SOUND BY IMAGE SA DE CV","435311","Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía","0 a 5 personas","CALLE","UXMAL","CALLE","SAN BORJA","EJE VIAL","5 SUR (AVENIDA EUGENIA)","CALLE","XOCHICALCO","520",,"520","1",,,"COLONIA","VERTIZ NARVARTE",,"NIN","0",,"09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","044A","014",,,,"Fijo","19.38276299","-99.15588198","2021-05"
"962224","09014435311000721000000000U9","SEG MEXICO","MEXPPAR TLANE SA DE CV","435311","Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía","0 a 5 personas","CALLE","MITLA","AVENIDA","UNIVERSIDAD","EJE VIAL","4 SUR (XOLA)","CALLE","LA QUEMADA","1703","5",,,,,"COLONIA","NARVARTE ORIENTE",,,,"03023","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0098","004","5555199999",,,"Fijo","19.39519684","-99.14960931","2010-07"
"847268","09014435220000201001000000U5","SERMAMEX","SERMAMEX SA DE CV","435220","Comercio al por mayor de maquinaria y equipo para la industria manufacturera","6 a 10 personas","CALLE","INGENIERO PASCUAL ORTIZ RUBIO","CALLE","CENTENARIO","CALLE","CALLEJON DE LA LUZ","CALLE","CENTENARIO","23",,,,,,"COLONIA","SAN SIMON TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0651","002",,"SERMAMEX@ATT.NET.MX",,"Fijo","19.37451499","-99.14195949","2010-07"
"8391877","09014435419001702000000000S9","SERVICIOS A LA INDUSTRIA NUCLEAR Y CONVENCIONAL","SERVICIOS A LA INDUSTRIA NUCLEAR Y CONVENCIONAL SA DE CV","435419","Comercio al por mayor de otra maquinaria y equipo de uso general","6 a 10 personas","CALLE","CUMBRES DE ACULTZINGO","CALLE","LA QUEMADA","CALLE","MITLA","CALLE","CUMBRES DE MALTRATA","26",,,,"104",,"COLONIA","NARVARTE ORIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0276","007","5549814151","CONTACTO@SEINCO.MX","WWW.SEINCO.MX","Fijo","19.39226883","-99.14957095","2019-11"
"7255642","09014435313002851000000000U8","SHOPPING DENTAL",,"435313","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","0 a 5 personas","CALZADA","CALZADA DE TLALPAN","CALLE","FRANCISCO FERNANDEZ DEL CASTILLO","CALLE","PLAZA VICTORIA","CALLE","DIEGO ARENAS GUZMÁN","898","A",,,"0",,"COLONIA","VILLA DE CORTES",,,,"03530","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0331","020",,,"DISTRIBUIDORAFASHIDEQGMAIL.COM","Fijo","19.38671988","-99.13881783","2019-11"
"960145","09014541330001014010000000U9","SIGMA INGENIERIA CIVIL","SIGMA INGENIERIA CIVIL SA DE CV","435312","Comercio al por mayor de artículos y accesorios para diseño y pintura artística","31 a 50 personas","CALLE","ROMERO DE TERREROS","CALLE","UXMAL","CALLE","YACATAS","CALLE","LUZ SAVIÑÓN","1415",,,,,,"COLONIA","NARVARTE PONIENTE",,,,"03020","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0261","006",,,,"Fijo","19.39372021","-99.15481255","2010-07"
